address,tooltip,url,value
"1048 West 149th St., Gardena, 90247","Amestoy Elementary - 5",http://projects.latimes.com/value-added/school/gardena/amestoy-elementary/,5
"4805 Sycamore Terr., Los Angeles, 90042","Arroyo Seco Museum Science - 5",http://projects.latimes.com/value-added/school/los-angeles/arroyo-seco-museum-science/,5
"1447 East 45th St., Los Angeles, 90011","Ascot Avenue Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/ascot-avenue-elementary/,5
"17020 Labrador St., Northridge, 91325","Balboa Elementary - 5",http://projects.latimes.com/value-added/school/northridge/balboa-giftedhigh-ability-magnet-elementary/,5
"1015 Lincoln Blvd., Venice, 90291","Broadway Elementary - 5",http://projects.latimes.com/value-added/school/venice/broadway-elementary/,5
"4620 Cesar Chavez Ave., Los Angeles, 90022","Brooklyn Avenue Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/brooklyn-avenue-elementary/,5
"4470 Missouri Ave., South Gate, 90280","Bryson Avenue Elementary - 5",http://projects.latimes.com/value-added/school/south-gate/bryson-avenue-elementary/,5
"220 South Hobart Blvd., Los Angeles, 90004","Cahuenga Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/cahuenga-elementary/,5
"9233 Airdrome St., Los Angeles, 90035","Canfield Avenue Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/canfield-avenue-elementary/,5
"17950 Cantara St., Reseda, 91335","Cantara Street Elementary - 5",http://projects.latimes.com/value-added/school/reseda/cantara-street-elementary/,5
"421 Entrada Dr., Santa Monica, 90402","Canyon Elementary - 5",http://projects.latimes.com/value-added/school/santa-monica/canyon-elementary-1/,5
"8118 Capistrano Ave., West Hills, 91304","Capistrano Avenue Elementary - 5",http://projects.latimes.com/value-added/school/west-hills/capistrano-avenue-elementary/,5
"3909 Carpenter Ave., Studio City, 91604","Carpenter Avenue Elementary - 5",http://projects.latimes.com/value-added/school/studio-city/carpenter-avenue-elementary/,5
"840 Yale St., Los Angeles, 90012","Castelar Street Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/castelar-street-elementary/,5
"19010 Castlebay Ln., Northridge, 91326","Castlebay Lane Elementary - 5",http://projects.latimes.com/value-added/school/northridge/castlebay-lane-elementary/,5
"419 West 98th St., Los Angeles, 90003","Charles W. Barrett Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/charles-w-barrett-elementary/,5
"2401 Wilshire Blvd., Los Angeles, 90057","Charles White Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/charles-white-elementary/,5
"11133 Charnock Rd., Los Angeles, 90034","Charnock Road Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/charnock-road-elementary/,5
"4350 City Terrace Dr., Los Angeles, 90063","City Terrace Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/city-terrace-elementary/,5
"2150 Duane St., Los Angeles, 90039","Clifford Street Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/clifford-street-elementary/,5
"11020 Clover Ave., Los Angeles, 90034","Clover Avenue Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/clover-avenue-elementary/,5
"810 Coeur D&#39;Alene Ave., Venice, 90291","Coeur D&#39;Alene Avenue Elementary - 5",http://projects.latimes.com/value-added/school/venice/coeur-dalene-avenue-elementary/,5
"6700 Columbus Ave., Van Nuys, 91405","Columbus Avenue - 5",http://projects.latimes.com/value-added/school/van-nuys/columbus-avenue/,5
"215 South Commonwealth Ave., Los Angeles, 90004","Commonwealth Avenue Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/commonwealth-avenue-elementary/,5
"11301 Bellagio Rd., Los Angeles, 90049","Community Magnet Charter Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/community-magnet-charter-elementary/,5
"5063 Floristan Ave., Los Angeles, 90041","Dahlia Heights Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/dahlia-heights-elementary/,5
"11220 Danube Ave., Granada Hills, 91344","Danube Avenue Elementary - 5",http://projects.latimes.com/value-added/school/granada-hills/danube-avenue-elementary/,5
"9240 Wish Ave., Northridge, 91325","Dearborn Street Elementary - 5",http://projects.latimes.com/value-added/school/northridge/dearborn-street-elementary/,5
"4168 West Avenue 42, Los Angeles, 90065","Delevan Drive Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/delevan-drive-elementary/,5
"1562 Baxter St., Los Angeles, 90026","Elysian Heights Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/elysian-heights-elementary/,5
"17931 Hatteras St., Encino, 91316","Emelita Street Elementary - 5",http://projects.latimes.com/value-added/school/encino/emelita-street-elementary/,5
"13400 Erwin St., Van Nuys, 91401","Erwin Street Elementary - 5",http://projects.latimes.com/value-added/school/van-nuys/erwin-elementary/,5
"680 Little St., Los Angeles, 90017","Esperanza Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/esperanza-elementary-1/,5
"1403 Fairburn Ave., Los Angeles, 90024","Fairburn Avenue Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/fairburn-avenue-elementary/,5
"12001 Art St., Sun Valley, 91352","Fernangeles Elementary - 5",http://projects.latimes.com/value-added/school/sun-valley/fernangeles-elementary/,5
"3350 Fletcher Dr., Los Angeles, 90065","Fletcher Drive Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/fletcher-drive-elementary/,5
"1910 North Commonwealth Ave., Los Angeles, 90027","Franklin Avenue Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/franklin-avenue-elementary/,5
"6940 Fullbright Ave., Canoga Park, 91306","Fullbright Avenue Elementary - 5",http://projects.latimes.com/value-added/school/canoga-park/fullbright-avenue-elementary/,5
"7450 Hawthorn Ave., Los Angeles, 90046","Gardner Street Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/gardner-street-elementary/,5
"317 North Avenue 62, Los Angeles, 90042","Garvanza Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/garvanza-elementary/,5
"3955 Glenfeliz Blvd., Los Angeles, 90039","Glenfeliz Boulevard Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/glenfeliz-boulevard-elementary/,5
"31 North Bonnie Beach Place, Los Angeles, 90063","Hammel Street Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/hammel-street-elementary/,5
"408 South Fairfax Ave., Los Angeles, 90036","Hancock Park Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/hancock-park-elementary/,5
"330 North Harvard Blvd., Los Angeles, 90004","Harvard Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/harvard-elementary/,5
"12561 Filmore St., Pacoima, 91331","Hillery T. Broadous Elementary - 5",http://projects.latimes.com/value-added/school/pacoima/hillery-t-broadous-elementary/,5
"980 South Hobart Blvd., Los Angeles, 90006","Hobart Boulevard Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/hobart-boulevard-elementary/,5
"6055 Corona Ave., Huntington Park, 90255","Huntington Park Elementary - 5",http://projects.latimes.com/value-added/school/huntington-park/huntington-park-elementary/,5
"2828 Herkimer St., Los Angeles, 90039","Ivanhoe Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/ivanhoe-elementary/,5
"5353 Kester Ave., Van Nuys, 91411","Kester Avenue Elementary - 5",http://projects.latimes.com/value-added/school/van-nuys/kester-avenue-elementary/,5
"4241 Lanai Rd., Encino, 91436","Lanai Road Elementary - 5",http://projects.latimes.com/value-added/school/encino/lanai-road-elementary/,5
"15017 Superior St., North Hills, 91343","Lassen Elementary - 5",http://projects.latimes.com/value-added/school/north-hills/lassen-elementary/,5
"17520 Vanowen St., Van Nuys, 91406","Lemay Street Elementary - 5",http://projects.latimes.com/value-added/school/van-nuys/lemay-street-elementary/,5
"1015 South Lorena St., Los Angeles, 90023","Lorena Street Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/lorena-street-elementary/,5
"830 West 77th St., Los Angeles, 90044","Loren Miller Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/loren-miller-elementary/,5
"3408 Arroyo Seco Ave., Los Angeles, 90065","Loreto Street Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/loreto-street-elementary/,5
"9820 Madison Ave., South Gate, 90280","Madison Elementary - 5",http://projects.latimes.com/value-added/school/south-gate/madison-elementary-3/,5
"16821 Marquez Ave., Pacific Palisades, 90272","Marquez Avenue Elementary - 5",http://projects.latimes.com/value-added/school/pacific-palisades/marquez-avenue-elementary/,5
"16701 Mayall St., North Hills, 91343","Mayall Street Elementary - 5",http://projects.latimes.com/value-added/school/north-hills/mayall-street-elementary/,5
"2414 Mayberry St., Los Angeles, 90026","Mayberry Street Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/mayberry-street-elementary/,5
"5200 Cudahy Ave., Maywood, 90270","Maywood Elementary - 5",http://projects.latimes.com/value-added/school/maywood/maywood-elementary/,5
"5060 Nestle Ave., Tarzana, 91356","Nestle Avenue Elementary - 5",http://projects.latimes.com/value-added/school/tarzana/nestle-avenue-elementary/,5
"6520 Newcastle Ave., Reseda, 91335","Newcastle Avenue Elementary - 5",http://projects.latimes.com/value-added/school/reseda/newcastle-elementary/,5
"9900 South Wadsworth Ave., Los Angeles, 90002","Ninety-Ninth Street Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/ninety-ninth-street-elementary/,5
"9211 Grape St., Los Angeles, 90002","Ninety-Second Street Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/ninety-second-street-elementary/,5
"1730 Corinth Ave., Los Angeles, 90025","Nora Sterry Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/nora-sterry-elementary/,5
"2020 Oak St., Los Angeles, 90007","Norwood Street Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/norwood-street-elementary/,5
"4412 Randolph St., Bell, 90201","Nueva Vista Elementary - 5",http://projects.latimes.com/value-added/school/bell/nueva-vista-elementary/,5
"2100 West 156th St., Gardena, 90249","One Hundred Fifty-Sixth Street Elementary - 5",http://projects.latimes.com/value-added/school/gardena/one-hundred-fifty-sixth-street-elementary/,5
"11610 Stanford Ave., Los Angeles, 90059","One Hundred Sixteenth Street Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/one-hundred-sixteenth-street-elementary/,5
"16514 Nordhoff St., North Hills, 91343","Our Community Charter - 5",http://projects.latimes.com/value-added/school/north-hills/our-community-charter/,5
"10650 Ashby Ave., Los Angeles, 90064","Overland Avenue Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/overland-avenue-elementary/,5
"800 Via De La Paz, Pacific Palisades, 90272","Palisades Charter Elementary - 5",http://projects.latimes.com/value-added/school/pacific-palisades/palisades-charter-elementary/,5
"1214 Park Western Pl., San Pedro, 90732","Park Western Place Elementary - 5",http://projects.latimes.com/value-added/school/san-pedro/park-western-place-elementary/,5
"10819 Plainview Ave., Tujunga, 91042","Plainview Avenue Elementary - 5",http://projects.latimes.com/value-added/school/tujunga/plainview-avenue-elementary/,5
"7633 March Ave., West Hills, 91304","Pomelo Drive Elementary - 5",http://projects.latimes.com/value-added/school/west-hills/pomelo-drive-elementary/,5
"1133 North Mariposa Ave., Los Angeles, 90029","Ramona Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/ramona-elementary-1/,5
"4243 Satsuma Ave., North Hollywood, 91602","Rio Vista Elementary - 5",http://projects.latimes.com/value-added/school/north-hollywood/rio-vista-elementary-3/,5
"2425 Roscomare Rd., Los Angeles, 90077","Roscomare Road Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/roscomare-road-elementary/,5
"14928 Clymer St., Mission Hills, 91345","San Jose Street Elementary - 5",http://projects.latimes.com/value-added/school/mission-hills/san-jose-street-elementary/,5
"1635 South San Pedro St., Los Angeles, 90015","San Pedro Street Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/san-pedro-street-elementary/,5
"615 Solano Ave., Los Angeles, 90012","Solano Avenue Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/solano-avenue-elementary/,5
"7839 Amestoy Ave., Van Nuys, 91406","Stagg Street Elementary - 5",http://projects.latimes.com/value-added/school/van-nuys/stagg-street-elementary/,5
"1010 East 34Th St., Los Angeles, 90011","Synergy Charter Academy - 5",http://projects.latimes.com/value-added/school/los-angeles/synergy-charter-academy/,5
"4840 Cahuenga Blvd., North Hollywood, 91601","Toluca Lake Elementary - 5",http://projects.latimes.com/value-added/school/north-hollywood/toluca-lake-elementary/,5
"10900 Hayvenhurst Ave., Granada Hills, 91344","Tulsa Street Elementary - 5",http://projects.latimes.com/value-added/school/granada-hills/tulsa-street-elementary/,5
"17160 Van Gogh St., Granada Hills, 91344","Van Gogh Street Elementary - 5",http://projects.latimes.com/value-added/school/granada-hills/van-gogh-street-elementary/,5
"501 North Van Ness Ave., Los Angeles, 90004","Van Ness Avenue Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/van-ness-avenue-elementary/,5
"15848 Stare St., North Hills, 91343","Vintage Math/Science/Technology Magnet - 5",http://projects.latimes.com/value-added/school/north-hills/vintage-mathsciencetechnology-magnet/,5
"970 North Hammond St., West Hollywood, 90069","West Hollywood Elementary - 5",http://projects.latimes.com/value-added/school/west-hollywood/west-hollywood-elementary/,5
"6011 West 79th St., Los Angeles, 90045","Westport Heights Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/westport-heights-elementary/,5
"745 South Wilton Pl., Los Angeles, 90005","Wilton Place Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/wilton-place-elementary/,5
"8510 Wonderland Ave., Los Angeles, 90046","Wonderland Avenue Elementary - 5",http://projects.latimes.com/value-added/school/los-angeles/wonderland-avenue-elementary/,5
"22201 San Miguel St., Woodland Hills, 91364","Woodland Hills Elementary - 5",http://projects.latimes.com/value-added/school/woodland-hills/woodland-hills-elementary/,5
